Title,Character,Manually Added Aliases,Gender,Race/Ethnicity,Annotator Notes,Source,,,
homegoing - gyasi,Yaw,,M,Black,"""Yaw is Akua and Asamoah’s only son... He works as a history teacher at a boys’ high school and also hopes that Ghana will gain independence""",LitCharts,,,
no disrespect - souljah,I,"Sister Souljah, Souljah",F,Black,"""She felt that she was being taught very little of her history, since the junior high school and high school left out Black history, art, and culture.""",wikipedia,,,
no disrespect - souljah,Chance,,M,Black,"""He was a brother I would see at the station almost every day on my way to work. He was beautiful. His hair was very short, black, and wavy"" Some Black people in the U.S. may colloquially call each other ""brother"" and ""sister"" to signify kinship, and the narrator is Black. Later in conversation the narrator says to Chance, ""What are you, down with the black mafia?""",book,,,
no disrespect - souljah,Nikki,,F,Black,"""Nikki was lightskinned and from Texas, about five-foot-nine.""",book,,,
no disrespect - souljah,Nathan,,M,Black,"""a tall, very dark-skinned brother with a closely-cropped beard stood in front of me and said""",book,,,
all the light we cannot see - doerr,Marie - Laure,,F,White,"""Marie-Laure LeBlanc is a tall and freckled six-year-old in Paris with rapidly deteriorating eyesight when her father sends her on a children’s tour of the museum where he works."" Setting is World War II",book,,,
all the light we cannot see - doerr,Werner,,M,White,a literal Nazi,book,,,
all the light we cannot see - doerr,Etienne,,M,White (unmarked),no description ,book,,,
all the light we cannot see - doerr,Jutta,,F,White,"""Her skin is milky and her hair remains white as paper.""",book,,,
all the light we cannot see - doerr,Volkheimer,,M,White,a literal Nazi,book,,,
separate peace - knowles,I,Gene Forrester,M,White (unmarked),"everyone around him appears to be white, and he never gives a description of himself",book,,,
separate peace - knowles,Finny,,M,White,"""His skin radiated a reddish copper glow of tan, his brown hair had been a little bleached by the sun, and I noticed that the tan made his eyes shine with a cool blue-green fire.""",book,,,
separate peace - knowles,Phineas,,M,White,"""His skin radiated a reddish copper glow of tan, his brown hair had been a little bleached by the sun, and I noticed that the tan made his eyes shine with a cool blue-green fire.""",book,,,
separate peace - knowles,Leper,,M,White,"""—Leper had the kind of fragile fair skin given to high, unhealthy coloring.""",book,,,
separate peace - knowles,Brinker,,M,White,"""His hair was white, thick, and healthy-looking and his face was healthily pink.""",book,,,
rain god - islas,Miguel Chico,,M,Latino/a/x,"He attends a prestigious private school, one of the first people of Mexican origin to do so",wikipedia,,,
rain god - islas,Juanita,,F,Latino/a/x,"""He did not like to speak directly to the Mexican women""",book,,,
rain god - islas,Mama Chona,,F,Latino/a/x,"Refered to as abuelita (grandmother), matriarch of the Angel family that all of the rest of the charcaters fall into",book,,,
rain god - islas,JoEl,,M,Latino/a/x,son to Felix,book,,,
rain god - islas,Nina,,F,Latino/a/x,sister of Juanita,book,,,
rain god - islas,Felix,,M,Latino/a/x,oldest surviving son of Mama Chona,book,,,
rain god - islas,Lola,,F,Latino/a/x,"""Lola’s beauty captivated her. She was one of those rare Mexican women with green eyes and dark blonde hair."" ",book,,,
rain god - islas,Maria,,F,Latino/a/x,"""Maria was one of hundreds of Mexican women""",book,,,
robinson crusoe - defoe,I,Robinson Crusoe,M,White,"""Robinson Crusoe (the family name corrupted from the German name ""Kreutznaer"") sets sail from Kingston upon Hull on a sea voyage in August 1651, against the wishes of his parents, who wanted him to pursue a career in law. """,Wikipedia,,,
robinson crusoe - defoe,Friday,,M,Native/Indigenous,"""Crusoe describes Friday as being a Native American, though very unlike the Indians of Brazil and Virginia.""",Wikipedia,,,
northanger abbey - austen,Catherine,,F,White,played by white actress in adaptation,Wikipedia,,,
northanger abbey - austen,Henry,,M,White,"played by white actress in adaptation, wealthy clergyman",Wikipedia,,,
northanger abbey - austen,Isabella,,F,White,played by white actress in adaptation,Wikipedia,,,
sound and the fury - faulkner,I,,N/A,N/A,N/A,N/A,,,
sound and the fury - faulkner,Caddy,,F,White,"her siblings are openly racist to their Black servants. Part of the Compson family, who are former Southern aristocrats",book,,,
sound and the fury - faulkner,Dilsey,,F,Black,"""This last section primarily focuses on Dilsey, one of the Compsons' black servants""",Wikipedia,,,
sound and the fury - faulkner,Luster,,M,Black,One of the Compsons'  black servants,book,,,
sound and the fury - faulkner,Benjy,,M,White,"his siblings are openly racist to their Black servants. Part of the Compson family, who are former Southern aristocrats",book,,,
sound and the fury - faulkner,Quentin,,M,White,"his siblings are openly racist to their Black servants. Part of the Compson family, who are former Southern aristocrats",book,,,
sound and the fury - faulkner,Jason,,M,White (unmarked),"member of the ""the Compson family, former Southern aristocrats who are struggling to deal with the dissolution of their family and its reputation""",Wikipedia,,,
woman warrior - kingston,I,Maxine Hong Kingston,F,Asian,"""She cannot gather the courage to speak up against her racist boss, let alone save her people in China.""",Wikipedia,,,
woman warrior - kingston,my mother,,F,Asian,"""Using her mother's old diplomas and photos from her years in China, Kingston recounts the story of her mother's life as a lady scholar. Brave Orchid, Kingston's mother, returns home after two years of study.""",Wikipedia,,,
woman warrior - kingston,Brave Orchid,,F,Asian,"""In many ways Brave Orchid is representative of the emigrant Chinese, who fiercely guard the customs and traditions of their people and consider all Americans to be ""ghosts"" on the outside.""",Sparknotes,,,
woman warrior - kingston,Moon Orchid,,F,Asian,"""Brave Orchid is waiting for her sister, Moon Orchid, to arrive from Hong Kong. Moon Orchid is emigrating to the United States after being separated from her sister for 30 years.""",Wikipedia,,,
return of the native - hardy,Eustacia,,F,White (unmarked),"published in 1878, takes place in the UK ""Eustacia is a black-haired, queenly woman, whose Italian father came from Corfu""",Wikipedia,,,
return of the native - hardy,Clym,,M,White (unmarked),"published in 1878, takes place in the UK. ""Clym, a successful diamond merchant"" unmarked",Wikipedia,,,
return of the native - hardy,Mrs. Yeobright,,F,White (unmarked),"published in 1878, takes place in the UK ""Mrs. Yeobright's son Clym, a successful diamond merchant"", unmarked",Wikipedia,,,
return of the native - hardy,Wildeve,,M,White (unmarked),"published in 1878, takes place in the UK ""Wildeve, a local innkeeper known for his fickleness"", has romantic relationships with other unmarked characters wihout mention of miscegeny",Wikipedia,,,
return of the native - hardy,Thomasin,,F,White (unmarked),"published in 1878, takes place in the UK, ""Earlier that day, Thomasin had planned to marry Damon Wildeve, a local innkeeper known for his fickleness"" has romantic relationships with other unmarked characters with no mention of miscengeny",Wikipedia,,,
return of the native - hardy,Venn,,M,White (unmarked),"published in 1878, takes place in the UK, ""Venn himself is in love with Thomasin"" has romantic relationships with other unmarked characters with no mention of miscengeny",Wikipedia,,,
dispatches - herr,I,Michael Herr,M,White,"memoir, ""His family was Jewish""",wikipedia,,,
dispatches - herr,Page,,M,White,"""Page was born John Spencer Russell in Tunbridge Wells, Kent, on 25 May 1944""",wikipedia,,,
david copperfield - dickens,I,David Copperfield ,M,White,"""David Copperfield is the protagonist after which the 1850 Charles Dickens novel David Copperfield was named. The character is widely thought to be based on Dickens himself, incorporating many elements of his own life."" Dickens is famous English author",wikipedia,,,
david copperfield - dickens,my aunt,,F,White,white-appearing in illustrations,wikipedia,,,
david copperfield - dickens,Peggotty,,F,White,"""The cheeks and arms of Peggotty, so hard and red in my childish days, when I wondered why the birds didn’t peck her in preference to apples, are shrivelled now; and her eyes, that used to darken their whole neighbourhood in her face, are fainter (though they glitter still); but her rough forefinger, which I once associated with a pocket nutmeg-grater, is just the same, and when I see my least child catching at it as it totters from my aunt to her, I think of our little parlour at home, when I could scarcely walk."" 1850 English novel",book,,,
david copperfield - dickens,Mr. Micawber,,M,White,white-appearing in illustrations,wikipedia,,,
child called it - pelzer,I,David James Pelzer,M,White,memoir of unmarked author,wikipedia,,,
child called it - pelzer,Mother,,F,White,"book takes place in California, unmarked characters in memoir",wikipedia,,,
child called it - pelzer,Father,,M,White,"book takes place in California, unmarked characters in memoir",wikipedia,,,
i know why the caged bird sings - angelou,I,Maya Angelou,F,Black,"""1969 autobiography describing the young and early years of American writer and poet Maya Angelou"" ""She was respected as a spokesperson for Black people and women, and her works have been considered a defense of Black culture.""",wikipedia,,,
i know why the caged bird sings - angelou,Bailey,,M,Black,"""Maya and her older brother Bailey are sent to live with their paternal grandmother (Momma)""",wikipedia,,,
i know why the caged bird sings - angelou,Momma,,F,Black,"""Maya and her older brother Bailey are sent to live with their paternal grandmother (Momma)""",wikipedia,,,
i know why the caged bird sings - angelou,Mother,,F,Black,Maya's mother,wikipedia,,,
joy luck club - tan,I,,N/A,N/A,N/A,N/A,,,
joy luck club - tan,my mother,,F,Asian,"""The three mothers and four daughters (one mother, Suyuan Woo, dies before the novel opens) share stories about their lives in the form of short vignettes."" ""It focuses on four Chinese immigrant families""",wikipedia,,,
joy luck club - tan,Jing - mei,"Jing-mei, Jing-mei Woo, Jing - mei Woo, Jing - mei",F,Asian,"""The Joy Luck Club consists of sixteen interlocking stories about the lives of four Chinese immigrant mothers and their four American-born daughters"" Jing-Mei is one of the daughters",Wikipedia,,,
joy luck club - tan,Auntie An - mei,An-mei,F,Asian,"""The Joy Luck Club consists of sixteen interlocking stories about the lives of four Chinese immigrant mothers and their four American-born daughters"", An-Mei is one of the mothers",Wikipedia,,,
joy luck club - tan,Auntie Lindo,,F,Asian,"""The Joy Luck Club consists of sixteen interlocking stories about the lives of four Chinese immigrant mothers and their four American-born daughters"" Lindo is one of the monthers",Wikipedia,,,
joy luck club - tan,Waverly,,F,Asian,"""The Joy Luck Club consists of sixteen interlocking stories about the lives of four Chinese immigrant mothers and their four American-born daughters"" Waverly is one of the daughters",Wikipedia,,,
joy luck club - tan,Lena,,F,"Asian, White (unmarked)","Her Chinese mother marries Clifford St. Clair; she is the daughter. Clifford is ""an American of English and Irish descent""",LitCharts,,,
joy luck club - tan,Rose,,F,Asian,"""The Joy Luck Club consists of sixteen interlocking stories about the lives of four Chinese immigrant mothers and their four American-born daughters"" Rose is one of the daughters",Wikipedia,,,
narrative of the life of frederick douglass - douglass,I,Frederick Douglass,M,Black,"""memoir and treatise on abolition written by African-American orator and former slave Frederick Douglass during his time in Lynn, Massachusetts.""",wikipedia,,,
narrative of the life of frederick douglass - douglass,Mr. Covey,,M,White,Slaveholder in the US,wikipedia,,,
giver - lowry,Jonas,,M,White (unmarked),The cover of the book depicts an old white man. The book declares race does not exist (e.g. everyone is the same race) but movie adaptations recruit white actors/actresses,wikipedia,,,
giver - lowry,The Giver,,M,White (unmarked),The cover of the book depicts an old white man. The book declares race does not exist (e.g. everyone is the same race) but movie adaptations recruit white actors/actresses,wikipedia,,,
giver - lowry,Lily,,F,White (unmarked),The cover of the book depicts an old white man. The book declares race does not exist (e.g. everyone is the same race) but movie adaptations recruit white actors/actresses,wikipedia,,,
giver - lowry,The Giver,,M,White (unmarked),The cover of the book depicts an old white man. The book declares race does not exist (e.g. everyone is the same race) but movie adaptations recruit white actors/actresses,wikipedia,,,
in the time of the butterflies - alvarez,I,,N/A,N/A,N/A,N/A,,,
in the time of the butterflies - alvarez,Mama,,F,Latino/a/x,Mother to the Mirabal girls,wikipedia,,,
in the time of the butterflies - alvarez,Minerva,,F,Latino/a/x,"""The Mirabal sisters were four sisters from the Dominican Republic, three of whom (Patria, Minerva and María Teresa) opposed the dictatorship of Rafael Trujillo""",wikipedia,,,
in the time of the butterflies - alvarez,Dedd,"Dedé, Ded6, Ded£",F,Latino/a/x,"""Dede is the second Mirabal sister."" ""a fictionalized account of the Mirabal sisters during the time of the Trujillo dictatorship in the Dominican Republic.""",Wikipedia,,,
in the time of the butterflies - alvarez,Maria Teresa,,F,Latino/a/x,"""The Mirabal sisters were four sisters from the Dominican Republic, three of whom (Patria, Minerva and María Teresa) opposed the dictatorship of Rafael Trujillo""",Wikipedia,,,
in the time of the butterflies - alvarez,Patria,,F,Latino/a/x,"""The Mirabal sisters were four sisters from the Dominican Republic, three of whom (Patria, Minerva and María Teresa) opposed the dictatorship of Rafael Trujillo""",Wikipedia,,,
women of brewster place - naylor,Mattie,,F,Black,"""The Women explores the lives of seven Black women who all live at Brewster Place."" ""Their names are Mattie Michael, Etta Mae Johnson, Lucielia ""Ciel"" Turner, Melanie ""Kiswana"" Browne, Cora Lee, Lorraine, and Theresa.""",wikipedia,,,
women of brewster place - naylor,Lorraine,,F,Black,"""The Women explores the lives of seven Black women who all live at Brewster Place."" ""Their names are Mattie Michael, Etta Mae Johnson, Lucielia ""Ciel"" Turner, Melanie ""Kiswana"" Browne, Cora Lee, Lorraine, and Theresa.""",wikipedia,,,
women of brewster place - naylor,Kiswana,,F,Black,"""The Women explores the lives of seven Black women who all live at Brewster Place."" ""Their names are Mattie Michael, Etta Mae Johnson, Lucielia ""Ciel"" Turner, Melanie ""Kiswana"" Browne, Cora Lee, Lorraine, and Theresa.""",wikipedia,,,
women of brewster place - naylor,Etta,,F,Black,"""The Women explores the lives of seven Black women who all live at Brewster Place."" ""Their names are Mattie Michael, Etta Mae Johnson, Lucielia ""Ciel"" Turner, Melanie ""Kiswana"" Browne, Cora Lee, Lorraine, and Theresa.""",wikipedia,,,
women of brewster place - naylor,Cora,,F,Black,"""The Women explores the lives of seven Black women who all live at Brewster Place."" ""Their names are Mattie Michael, Etta Mae Johnson, Lucielia ""Ciel"" Turner, Melanie ""Kiswana"" Browne, Cora Lee, Lorraine, and Theresa.""",wikipedia,,,
women of brewster place - naylor,Theresa,,F,Black,"""The Women explores the lives of seven Black women who all live at Brewster Place."" ""Their names are Mattie Michael, Etta Mae Johnson, Lucielia ""Ciel"" Turner, Melanie ""Kiswana"" Browne, Cora Lee, Lorraine, and Theresa.""",wikipedia,,,
women of brewster place - naylor,Ben,,M,Black,"""Ben is the first African-American to live in Brewster Place""",Sparknotes,,,
women of brewster place - naylor,Ciel,,F,Black,"""The Women explores the lives of seven Black women who all live at Brewster Place."" ""Their names are Mattie Michael, Etta Mae Johnson, Lucielia ""Ciel"" Turner, Melanie ""Kiswana"" Browne, Cora Lee, Lorraine, and Theresa.""",wikipedia,,,
buck a memoir - asante,I,MK Asante,M,Black,"""Born in Harare, Zimbabwe and raised in Philadelphia, Pennsylvania, Asante...""",wikipedia,,,
buck a memoir - asante,my mom,,F,Black,MK's mother,wikipedia,,,
buck a memoir - asante,Malo,,M,Black,"""My full name—Khumalo—means 'prince' in Zulu"". Zulu is a South African language",book,,,
moor s last sigh - rushdie,I,"Moraes Zogoiby, Moor",M,"White, MENA, Asian","""Through the hybrid identities of the Moor’s parents and their ancestors, the Zogoiby-da Gamas—Portuguese-Indian and Jewish-Catholic-Islamic—Rushdie also points to the impact of colonial histories on postcolonial identities."" From the book: ""for all my South Indian dark skin (so unattractive to society matchmakers!), and with the exception of my crippled hand, I did indeed grow up good-looking""","https://books.openedition.org/pulm/10038?, https://archive.nytimes.com/www.nytimes.com/books/99/04/18/specials/rushdie-moor.html?, book",,,
moor s last sigh - rushdie,Aurora,,F,"White, Asian",Aurora (de Gamas family) is Moor's Christian mother. ,book,,,
moor s last sigh - rushdie,Abraham,,M,"White, MENA, Asian","Moor's father. ""under the direction of her common-law Jewish husband, Abraham"", where ""her"" is Aurora. Also of Spanish lineage. From book dialogue about Abraham: ""My Aurora who does not hide the Vasco connection, but takes delight; or myself, bom of the fat old Moor of Granada’s last sighs in the arms of his thieving mistress - Boabdil’s bastard Jew?’""","https://archive.nytimes.com/www.nytimes.com/books/99/04/18/specials/rushdie-moor.html?, book",,,
moor s last sigh - rushdie,Vasco,,M,"Asian, White","""I was told when young by the Goan painter V. (for Vasco )Miranda""",book,,,
sister carrie - dreiser,Carrie,,F,White (unmarked),"no descriptions in the book, ""In late 1889, dissatisfied with life in Columbia County, Wisconsin, 18-year-old Caroline Meeber, ""Sister Carrie"" to her family, takes the train to Chicago to live with her older sister Minnie and Minnie's husband.""",book,,,
sister carrie - dreiser,Hurstwood,,M,White (unmarked),"no descriptions in the book, no mentions of miscegeny with Carrie in late 1889",book,,,
sister carrie - dreiser,Drouet,,M,White (unmarked),"no descriptions in the book, no mentions of miscegeny with Carrie in late 1889",book,,,
chronicle of a death foretold - marquez,Santiago Nasar,,M,"MENA, Latino/a/x","""Santiago took over the successful family ranch after the death of his father Ibrahim, who was of Arab origin."" The book is also set in a Colombia. ",wikipedia,,,
chronicle of a death foretold - marquez,me,unnamed,M,Latino/a/x,"The book is also set in a Colombia and the author is Colombian. ""The novella was inspired by real-life events that occurred to García Márquez's godbrother.""",wikipedia,,,
chronicle of a death foretold - marquez,Angela Vicario,,F,Latino/a/x,"The book is also set in a Colombia and the author is Colombian. ""He returns home in the early morning hours from an all-night celebration of a wedding between a recent newcomer, Bayardo San Roman, and a long-term resident, Angela Vicario.""",wikipedia,,,
chronicle of a death foretold - marquez,Bayardo San Roman,,M,Latino/a/x,"""Brief references are made to Márquez's earlier novel One Hundred Years of Solitude, with Bayardo San Roman's father being mentioned as having fought against Aureliano Buendía, one of that novel's main characters."" This earlier novel also takes place in a Latin American setting",wikipedia,,,
lesson before dying - gaines,I,Grant Wiggins,M,Black,"""Grant is the only educated black man in the area and the only member of the black community""",book,,,
lesson before dying - gaines,Jefferson,,M,Black,"""Jefferson, a young black man, is accused and convicted of a murder for perpetrating a shoot-out in a liquor store which left three men killed.""",wikipedia,,,
lesson before dying - gaines,Vivian,,F,White,"""But while Vivian embraces her culture and heritage and identifies with the black community, even though she could ""pass"" for white""",CliffNotes,,,
lesson before dying - gaines,Miss Emma,,F,White (unmarked),"""they are not portrayed as the stereotypical ""mammy"" or ""Aunt Jemima"" types of black women; instead, they are hard-working, dignified women who command respect""",CliffNotes,,,
lesson before dying - gaines,my aunt,,F,White (unmarked),"""they are not portrayed as the stereotypical ""mammy"" or ""Aunt Jemima"" types of black women; instead, they are hard-working, dignified women who command respect""",CliffNotes,,,
brideshead revisited - waugh,I,Charles Ryder,M,White (unmarked),"white-appearing actors in tv adaptation, ""It follows, from the 1920s to the early 1940s, the life and romances of Charles Ryder, especially his friendship with the Flytes, a family of wealthy English Catholics who live in a palatial mansion, Brideshead Castle.""",Wikipedia,,,
brideshead revisited - waugh,Sebastian,,M,White,"""In 1923, protagonist and narrator Charles Ryder, an undergraduate reading history at a college very similar to Hertford College, Oxford, is befriended by Lord Sebastian Flyte, the younger son of the Marquess of Marchmain and an undergraduate at Christ Church."" ""wealthy English Catholics""",Wikipedia,,,
brideshead revisited - waugh,Julia,,F,White,"""Flytes, a family of wealthy English Catholics who live in a palatial mansion, Brideshead Castle""",Wikipedia,,,
brideshead revisited - waugh,Rex,,M,White,"""He was a handsome fellow with dark hair growing low on his forehead and heavy black eyebrows. He spoke with an engaging Canadian accent."" no mention of race",book,,,
oryx and crake - atwood,Jimmy,,M,White,"""Jimmy’s mother’s hair was what she herself called dirty-blonde.""",book,,,
oryx and crake - atwood,Snowman,,M,White,"""Jimmy’s mother’s hair was what she herself called dirty-blonde.""",book,,,
oryx and crake - atwood,Crake,,M,White,"""Crake was taller than Jimmy, about two inches; thinner too. Straight brown-black hair, tanned skin, green eyes, a halfsmile, a cool gaze""",book,,,
oryx and crake - atwood,Oryx,,F,Asian,"""She is described as likely originating from the South or South-East Asian region.""",Wikipedia,,,
mayor of casterbridge - hardy,Henchard,,M,White (unmarked),"""One of Hardy's Wessex novels, it is set in a fictional rural England with Casterbridge standing in for Dorchester in Dorset where the author spent his youth.""",Wikipedia,,,
mayor of casterbridge - hardy,Elizabeth,,F,White,"""daughter to Henchard and Susan, We now see her in a black silk bonnet, velvet mantle or silk spencer, dark dress, and carrying a sunshade. In this latter article she drew the line at fringe, and had it plain edged, with a little ivory ring for keeping it closed. It was odd about the necessity for that sunshade. She discovered that with the clarification of her complexion and the birth of pink cheeks her skin had grown more sensitive to the sun's rays."" book set in rural England",book,,,
mayor of casterbridge - hardy,Lucetta,,F,White (unmarked),"no mention of her being different from other characters, book set in rural England",book,,,
mayor of casterbridge - hardy,Farfrae,,M,White,"""Donald Farfrae, a young and energetic Scotsman""",wikipedia,,,
mayor of casterbridge - hardy,Susan,,F,White (unmarked),"Mother to Elizabeth, also unmarked",Wikipedia,,,
look homeward angel - wolfe,Eugene,,M,White,"""It is Wolfe's first novel, and is considered a highly autobiographical American coming-of-age story. The character of Eugene Gant is generally believed to be a depiction of Wolfe himself."" Wolfe is white-appearing and of ""Pennsylvania Dutch descent""",wikipedia,,,
look homeward angel - wolfe,Eliza,,F,White,"""The Pentland family, of which Eliza was a member, was one of the strangest tribes that ever came out of the hills. It had no clear title to the name of Pentland: a Scotch-Englishman of that name""",book,,,
look homeward angel - wolfe,Ben,,M,White,Eugene's brother; Eugene is implicitly White,wikipedia,,,
walden - thoreau,I,Henry David Thoreau,M,White,"based on Thoreau himself, who is of ""French Protestant descent""",wikipedia,,,
walden - thoreau,a man,,M,N/A,N/A,N/A,,,
one flew over the cuckoo s nest - kesey,McMurphy,,M,White,"""Randle Patrick McMurphy is an Irish American brawler""",Wikipedia,,,
one flew over the cuckoo s nest - kesey,I,"Chief Bromden, Bromden",M,"Native/Indigenous, White", The novel's half-Native American narrator,wikipedia,,,
one flew over the cuckoo s nest - kesey,Harding,,M,White,"""Harding is a flat, nervous man... He’s got hands so long and white and dainty I think they carved each other""",book,,,
one flew over the cuckoo s nest - kesey,the nurse,,F,White,"""Her face is smooth, calculated, and precision-made, like an expensive baby doll, skin like flesh-colored enamel, blend of white and cream and baby-blue eyes, small nose, pink little nostrils—everything working together except the color on her lips and fingernails, and the size of her bosom.""",wikipedia,,,
one flew over the cuckoo s nest - kesey,the Big Nurse,,F,White,"""Her face is smooth, calculated, and precision-made, like an expensive baby doll, skin like flesh-colored enamel, blend of white and cream and baby-blue eyes, small nose, pink little nostrils—everything working together except the color on her lips and fingernails, and the size of her bosom.""",book,,,
thousand acres - smiley,I,Ginny Cook Smith,F,White (unmarked),"farm-owning family in Iowa, unmarked",book,,,
thousand acres - smiley,Rose,,F,White (unmarked),"farm-owning family in Iowa, unmarked",book,,,
thousand acres - smiley,Ty,,M,White (unmarked),"farm-owning family in Iowa, unmarked",book,,,
thousand acres - smiley,Daddy,,M,White (unmarked),"farm-owning family in Iowa, unmarked",book,,,
thousand acres - smiley,Jess,,M,White,"""He had Loren’s blue eyes, but there was no sweetness in them, and Loren’s dark brown ringlets"" farm-owning family in Iowa, unmarked",book,,,
thousand acres - smiley,Harold,,M,White (unmarked),"farm-owning family in Iowa, unmarked",book,,,
thousand acres - smiley,Caroline,,F,White (unmarked),"farm-owning family in Iowa, unmarked",book,,,
thousand acres - smiley,Pete,,M,White,"""his gray-blue eyes with their long pale lashes""",book,,,
one hundred years of solitude - marquez,Ursula,,F,Latino/a/x,"""she is probably the strongest person ever to live in Macondo."" The story takes place in a town inspired by the Colombian author's hometown. All of the key characters are in the same multigenerational family. ","Sparknotes, Wikipedia",,,
one hundred years of solitude - marquez,Aureliano,,M,Latino/a/x,The story takes place in a town inspired by the Colombian author's hometown. All of the key characters are in the same multigenerational family. ,wikipedia,,,
one hundred years of solitude - marquez,Jose Arcadio Buendia,,M,Latino/a/x,The story takes place in a town inspired by the Colombian author's hometown. All of the key characters are in the same multigenerational family. ,wikipedia,,,
one hundred years of solitude - marquez,Aureliano Segundo,,M,Latino/a/x,The story takes place in a town inspired by the Colombian author's hometown. All of the key characters are in the same multigenerational family. This character is Jose Arcadio Segundo's twin brother.,wikipedia,,,
one hundred years of solitude - marquez,Fernanda,,F,Latino/a/x,The story takes place in a town inspired by the Colombian author's hometown. All of the key characters are in the same multigenerational family. Fernanda is Aureliano Segundo's wife,wikipedia,,,
one hundred years of solitude - marquez,Jose Arcadio Segundo,,M,Latino/a/x,The story takes place in a town inspired by the Colombian author's hometown. All of the key characters are in the same multigenerational family. Jose Arcadio Segundo is Auereliano Segundo's twin brother,wikipedia,,,
grendel - gardner,I,Grendel,M,Non-human,"""the main protagonist and self-described monster, given the narrator's voice in the novel."" ""In Grendel I wanted to go through the main ideas of Western civilization – which seemed to me to be about ... twelve? – and go through them in the voice of the monster""",wikipedia,,,
grendel - gardner,Hrothgar,,M,White,"""warrior and king of the Danes""",wikipedia,,,
grendel - gardner,the dragon,,M,Non-human,"""an ancient, omniscient beast guarding a vast hoard of treasure to whom Grendel goes for advice""",wikipedia,,,
coldest winter ever - souljah,I,Winter Santiaga,F,Black,"""Both on and off the page, Sister Souljah is a prominent activist. In the novel, Souljah is the antithesis of Winter. While Winter thinks only of herself and what she can do to individually survive, Souljah thinks of the Black community as a whole and what she can do to bring unity to her people.""",SuperSummary,,,
coldest winter ever - souljah,Santiaga,,M,Black,"Winter's father; she refers to the type of man that share his traits as ""a good-looking nigga"" in one passage",book,,,
coldest winter ever - souljah,Bullet,,M,Black,"""I saw your naked ass on that videotape sipping champagne with Bullet. Who’da ever known that Santiaga’s daughter was sipping bubbly with a nigga who’s a worker for the other side!""",book,,,
coldest winter ever - souljah,Midnight,,M,Black,"""I guess he got that name because midnight was about the only thing blacker than him.""",book,,,
turn of the screw - james,I,unnamed,F,White (unmarked),"no description. Gothic novel, 1898, country house in the UK with staff e.g. governness, housekeeper. White actors/actresses in early film adaptations",book,,,
turn of the screw - james,Mrs. Grose,,F,White (unmarked),"no description. Gothic novel, 1898, country house in the UK with staff e.g. governness, housekeeper. White actors/actresses in early film adaptations",book,,,
turn of the screw - james,Miles,,F,White (unmarked),"no description. Gothic novel, 1898, country house in the UK with staff e.g. governness, housekeeper. White actors/actresses in early film adaptations",book,,,
turn of the screw - james,Flora,,F,White (unmarked),"no description. Gothic novel, 1898, country house in the UK with staff e.g. governness, housekeeper. White actors/actresses in early film adaptations",book,,,
turn of the screw - james,the boy,,F,White (unmarked),"no description. Gothic novel, 1898, country house in the UK with staff e.g. governness, housekeeper. White actors/actresses in early film adaptations",book,,,
power of one - courtenay,I,Peekay,M,White,"""English boy"", set in South Africa 1930s and 1940s",Sparknotes,,,
power of one - courtenay,Doc,,M,White,"""Even though Doc, an old drunkard German music teacher,""",Sparknotes,,,
power of one - courtenay,Morrie,,M,White,"""Morrie is a very rich Jewish boy """,Sparknotes,,,
to the lighthouse - woolf,Mrs. Ramsay,,F,White (unmarked),"""a 1927 novel by Virginia Woolf. The novel centres on the Ramsay family and their visits to the Isle of Skye in Scotland between 1910 and 1920.""",book,,,
to the lighthouse - woolf,Lily,,F,White (unmarked),"""a 1927 novel by Virginia Woolf. The novel centres on the Ramsay family and their visits to the Isle of Skye in Scotland between 1910 and 1920.""",book,,,
to the lighthouse - woolf,Mr. Ramsay,,M,White (unmarked),"""a 1927 novel by Virginia Woolf. The novel centres on the Ramsay family and their visits to the Isle of Skye in Scotland between 1910 and 1920.""",book,,,
to the lighthouse - woolf,her husband,,M,White (unmarked),"""a 1927 novel by Virginia Woolf. The novel centres on the Ramsay family and their visits to the Isle of Skye in Scotland between 1910 and 1920.""",book,,,
all quiet on the western front - remarque,I,Paul Baumer,M,White,"""Paul Bäumer, a German soldier on the Western Front during World War I. At the start of the book, Paul lives with his parents and sister in a charming German village""",Wikipedia,,,
all quiet on the western front - remarque,Kropp,,M,White,"""At the training camp, where they meet Himmelstoß, his class is scattered over the platoons amongst Frisian fishermen, peasants, and labourers, with whom they soon become friends. Bäumer arrives at the Western Front with his friends and schoolmates (Leer, Müller, Kropp, Kemmerich and a number of other characters).""",Wikipedia,,,
all quiet on the western front - remarque,Kat,,M,White,"""The book describes the German soldiers' extreme physical and mental trauma during"" World War I. ""Katczinsky, a recalled reserve militiaman""",Wikipedia,,,
all quiet on the western front - remarque,Tjaden,,M,White,"played by white actor. ""The book describes the German soldiers' extreme physical and mental trauma during"" World War I.",Wikipedia,,,
we beat the street - jenkins,Sampson,,M,Black,"based on real people, ""The Three Doctors is a group of African-American motivational speakers, authors, and doctors""",wikipedia,,,
we beat the street - jenkins,Rameck,,M,Black,"based on real people, ""The Three Doctors is a group of African-American motivational speakers, authors, and doctors""",wikipedia,,,
we beat the street - jenkins,George,,M,Black,"based on real people, ""The Three Doctors is a group of African-American motivational speakers, authors, and doctors""",wikipedia,,,
we beat the street - jenkins,I,,N/A,N/A,N/A,N/A,,,
